,precursor_ids,target,doi,year,type
210,"['Bi2O3', 'Gd2O3', 'Lu2O3']",Lu0.4Gd0.1Bi2O3.75,10.1016/j.ijhydene.2016.08.052,2017,test
211,"['Al(NO3)3', 'La(NO3)3', 'Mn(NO3)3']",LaMn0.5Al0.5O3,10.1016/j.ijhydene.2017.02.051,2017,test
212,"['Cu2H2CO5', 'Li2CO3', 'Ni3H4CO7', 'SrCO3']",Li0.3Sr0.03Ni0.9Cu0.07O2,10.1016/j.ijhydene.2017.03.025,2017,test
213,"['BaCO3', 'Y2O3', 'ZrO2']",BaY0.15Zr0.75O3,10.1016/j.ijhydene.2017.04.061,2017,test
214,"['Mn', 'Ti', 'Zr']",Zr0.2Ti0.8Mn1.5,10.1016/j.ijhydene.2017.04.073,2017,test
215,"['La', 'Mg', 'Ni']",Mg0.258La0.774Ni3.268,10.1016/j.ijhydene.2017.10.062,2017,test
216,"['Ge', 'Sb', 'Se']",Ge40Sb5Se60,10.1016/j.infrared.2017.04.010,2017,test
217,"['As', 'Ge', 'Sb', 'Se']",Ge25Sb5As15Se60,10.1016/j.infrared.2017.04.010,2017,test
218,"['Se', 'Te']",Te20Se80,10.1016/j.infrared.2017.05.014,2017,test
219,"['Sb', 'Se', 'Te']",Sb6Te20Se74,10.1016/j.infrared.2017.05.014,2017,test
220,"['Sb', 'Se', 'Te']",Sb12Te20Se68,10.1016/j.infrared.2017.05.014,2017,test
221,"['AgI', 'Ge', 'Te']",Ag0.0441Ge0.25Te1I0.0441,10.1016/j.infrared.2017.09.006,2017,test
222,"['BaCO3', 'Co3O4', 'Sb2O3']",Ba3CoSb2O9,10.1016/j.jcrysgro.2016.10.075,2017,test
223,"['B2O3', 'Mn2O3']",Mn2BO4,10.1016/j.jcrysgro.2017.06.026,2017,test
224,"['Pt', 'Te']",PtTe,10.1016/j.jct.2016.11.016,2017,test
225,"['Li2CO3', 'MoO3', 'Nb2O5']",LiNbMoO6,10.1016/j.jechem.2016.09.010,2017,test
226,"['Li2CO3', 'Ta2O5', 'WO3']",LiTaWO6,10.1016/j.jechem.2016.09.010,2017,test
227,"['Li2CO3', 'Nb2O5', 'WO3']",LiNbWO6,10.1016/j.jechem.2016.09.010,2017,test
228,"['BaCO3', 'Fe2O3', 'TiO2']",Ba0.0729Ti0.0241Fe0.586O1,10.1016/j.jeurceramsoc.2016.08.021,2017,test
229,"['GeO2', 'Li2CO3', 'ZnO']",Li2ZnGe3O8,10.1016/j.jeurceramsoc.2016.09.013,2017,test
230,"['Co', 'Nb', 'Ti']",Ti45Nb10Co45,10.1016/j.jeurceramsoc.2016.09.031,2017,test
231,"['CuO', 'Li2CO3', 'Nb2O5']",LiNb3CuO9,10.1016/j.jeurceramsoc.2016.12.019,2017,test
232,"['CeO2', 'SrCO3', 'TiO2']",SrCeTi2O6,10.1016/j.jeurceramsoc.2017.03.046,2017,test
233,"['Al2O3', 'CeO2', 'Ga2O3', 'Gd2O3', 'Y2O3']",Gd1.998Ce0.003Y0.999Ga3Al2O12,10.1016/j.jeurceramsoc.2017.03.057,2017,test
234,"['MgCO3', 'Nb2O5', 'Pb3O4', 'TiO2', 'ZrO2']",Mg0.0555Zr0.08Ti0.0867Nb0.1112Pb0.3333O1,10.1016/j.jeurceramsoc.2017.04.043,2017,test
235,"['In2O3', 'SiO2']",In2Si2O7,10.1016/j.jlumin.2016.11.021,2017,test
236,"['Li2CO3', 'SiO2', 'ZnO']",Li1.14Zn1.43SiO4,10.1016/j.jlumin.2016.11.026,2017,test
237,"['Eu2O3', 'Gd2O3', 'MoO3']",Gd1.9Eu0.1Mo4O15,10.1016/j.jlumin.2016.12.013,2017,test
238,"['Eu2O3', 'Gd2O3', 'MoO3']",Gd1.8Eu0.2Mo4O15,10.1016/j.jlumin.2016.12.013,2017,test
239,"['Eu2O3', 'Gd2O3', 'MoO3']",Gd1.6Eu0.4Mo4O15,10.1016/j.jlumin.2016.12.013,2017,test
240,"['Eu2O3', 'Gd2O3', 'MoO3']",Gd1.2Eu0.8Mo4O15,10.1016/j.jlumin.2016.12.013,2017,test
241,"['Eu2O3', 'Gd2O3', 'MoO3']",GdEuMo4O15,10.1016/j.jlumin.2016.12.013,2017,test
242,"['Eu2O3', 'Gd2O3', 'MoO3']",Gd0.8Eu1.2Mo4O15,10.1016/j.jlumin.2016.12.013,2017,test
243,"['Eu2O3', 'Gd2O3', 'MoO3']",Gd0.6Eu1.4Mo4O15,10.1016/j.jlumin.2016.12.013,2017,test
244,"['Gd', 'P', 'ZnO']",GdZnPO,10.1016/j.jlumin.2016.12.017,2017,test
245,"['P', 'Y', 'ZnO']",YZnPO,10.1016/j.jlumin.2016.12.017,2017,test
246,"['Al(HO)3', 'Na2CO3', 'SiO2']",Na4Al6Si15O41,10.1016/j.jlumin.2016.12.020,2017,test
247,"['Lu2O3', 'SiO2', 'SrCO3']",Sr3Lu2Si6O18,10.1016/j.jlumin.2016.12.037,2017,test
248,"['Al2O3', 'CeO2', 'Y2O3']",Ce0.036Y2.964Al7O15,10.1016/j.jlumin.2017.02.011,2017,test
249,"['Al2O3', 'CeO2', 'Y2O3']",Ce0.036Y2.964Al7O15,10.1016/j.jlumin.2017.02.011,2017,test
250,"['Al2O3', 'CeO2', 'Y2O3']",Ce0.042Y2.958Al7O15,10.1016/j.jlumin.2017.02.011,2017,test
251,"['Al2O3', 'CeO2', 'Y2O3']",Ce0.048Y2.952Al7O15,10.1016/j.jlumin.2017.02.011,2017,test
252,"['MgO', 'SnO2', 'TiO2']",Mg4TiSnO8,10.1016/j.jlumin.2017.03.026,2017,test
253,"['Al2O3', 'MgO', 'TiO2']",Mg3TiAl2O8,10.1016/j.jlumin.2017.03.026,2017,test
254,"['MgO', 'SiO2', 'SrCO3']",Sr1.94MgSi2O7,10.1016/j.jlumin.2017.04.068,2017,test
255,"['CaCO3', 'MgO', 'SiO2', 'SrCO3']",Sr1.552Ca0.388MgSi2O7,10.1016/j.jlumin.2017.04.068,2017,test
256,"['CaCO3', 'MgO', 'SiO2', 'SrCO3']",Sr1.164Ca0.776MgSi2O7,10.1016/j.jlumin.2017.04.068,2017,test
257,"['CaCO3', 'MgO', 'SiO2', 'SrCO3']",Sr0.776Ca1.164MgSi2O7,10.1016/j.jlumin.2017.04.068,2017,test
258,"['CaCO3', 'MgO', 'SiO2', 'SrCO3']",Sr0.388Ca1.552MgSi2O7,10.1016/j.jlumin.2017.04.068,2017,test
259,"['CaCO3', 'MgO', 'SiO2']",Ca1.94MgSi2O7,10.1016/j.jlumin.2017.04.068,2017,test
260,"['B2O3', 'Er2O3', 'TeO2', 'ZnO']",Er0.0045Zn0.0454B0.2721Te0.2698O1,10.1016/j.jlumin.2017.05.059,2017,test
261,"['AgCl', 'B2O3', 'Er2O3', 'TeO2', 'ZnO']",Er2AgZnB2TeO9Cl,10.1016/j.jlumin.2017.05.059,2017,test
262,"['B2O3', 'BaCO3', 'ZnO']",Ba0.98Zn2B2O6,10.1016/j.jlumin.2017.06.009,2017,test
263,"['B2O3', 'BaCO3', 'ZnO']",Ba0.96Zn2B2O6,10.1016/j.jlumin.2017.06.009,2017,test
264,"['B2O3', 'BaCO3', 'ZnO']",Ba0.94Zn2B2O6,10.1016/j.jlumin.2017.06.009,2017,test
265,"['B2O3', 'BaCO3', 'ZnO']",Ba0.92Zn2B2O6,10.1016/j.jlumin.2017.06.009,2017,test
266,"['B2O3', 'BaCO3', 'ZnO']",Ba0.9Zn2B2O6,10.1016/j.jlumin.2017.06.009,2017,test
267,"['B2O3', 'BaCO3', 'ZnO']",Ba0.88Zn2B2O6,10.1016/j.jlumin.2017.06.009,2017,test
268,"['B2O3', 'TiO2']",TiB38O59,10.1016/j.jlumin.2017.06.010,2017,test
269,"['GeO2', 'Li2CO3']",LiGe4O9,10.1016/j.jlumin.2017.08.036,2017,test
270,"['Al', 'Cu', 'Nb', 'Ni', 'Zr']",Zr57Nb2.5Ni20Cu5.5Al15,10.1016/j.jmapro.2016.11.015,2017,test
271,"['Ce', 'Co', 'In', 'Sb']",Ce0.15Co4In0.15Sb12,10.1016/j.jmat.2017.07.003,2017,test
272,"['B', 'Fe', 'Nd']",NdFe4B4,10.1016/j.jmmm.2016.10.127,2017,test
273,"['Cr2O3', 'Fe2O3', 'Nd2O3']",NdCr0.5Fe0.5O3,10.1016/j.jmmm.2016.12.035,2017,test
274,"['BaCO3', 'CuO', 'Fe2O3', 'Nd2O3']",BaNdFeCuO5,10.1016/j.jmmm.2017.01.083,2017,test
275,"['CaO', 'Co3O4', 'La2O3', 'MnO']",Ca0.5La1.5MnCoO6,10.1016/j.jmmm.2017.03.017,2017,test
276,"['BaO', 'Cr', 'S', 'V']",Ba3VCrS4O3,10.1016/j.jmmm.2017.04.003,2017,test
277,"['Co3O4', 'Gd2O3', 'SrCO3']",Sr1.2Gd0.8CoO4,10.1016/j.jmmm.2017.04.013,2017,test
278,"['Dy', 'Ni', 'Si']",DyNi0.67Si1.34,10.1016/j.jmmm.2017.04.033,2017,test
279,"['Gd', 'Zn']",GdZn2,10.1016/j.jmmm.2017.04.064,2017,test
280,"['Nd', 'Zn']",NdZn2,10.1016/j.jmmm.2017.04.064,2017,test
281,"['Al', 'Co', 'Ho']",Ho2Co2Al,10.1016/j.jmmm.2017.05.067,2017,test
282,"['CaCO3', 'La2O3', 'MnO2', 'SrCO3']",Sr0.3Ca0.3La0.7MnO3,10.1016/j.jmmm.2017.06.091,2017,test
283,"['CuO', 'Fe2O3', 'SrS']",Sr3Fe2Cu2S2O5,10.1016/j.jmmm.2017.07.026,2017,test
284,"['Co', 'Er']",Er2Co,10.1016/j.jmmm.2017.08.015,2017,test
285,"['Co', 'Ga', 'Mn']",Mn2CoGa,10.1016/j.jmmm.2017.12.043,2017,test
286,"['Ga2O3', 'GeO2', 'Na2CO3']",NaGaGeO4,10.1016/j.jnoncrysol.2016.10.030,2017,test
287,"['Ca', 'Mg', 'Zn']",Ca6Mg67.2Zn26.8,10.1016/j.jnoncrysol.2016.11.011,2017,test
288,"['CaCO3', 'MgO', 'PH3O4', 'SiO2']",Ca15Mg15Si4P16O78,10.1016/j.jnoncrysol.2016.11.020,2017,test
289,"['P2O5', 'TeO2', 'ZnO']",Zn0.1562Te0.0312P0.3125O1,10.1016/j.jnoncrysol.2016.11.036,2017,test
290,"['Li2CO3', 'Na2CO3', 'P2O5', 'ZnO']",Na2Li2ZnP2O8,10.1016/j.jnoncrysol.2016.12.006,2017,test
291,"['PbO', 'TeO2', 'ZnO']",Zn0.05Te0.45Pb0.05O1,10.1016/j.jnoncrysol.2017.01.012,2017,test
292,"['PbO', 'TeO2', 'ZnO']",Zn0.0476Te0.4286Pb0.0952O1,10.1016/j.jnoncrysol.2017.01.012,2017,test
293,"['PbO', 'TeO2', 'ZnO']",Zn0.0455Te0.4091Pb0.1364O1,10.1016/j.jnoncrysol.2017.01.012,2017,test
294,"['PbO', 'TeO2', 'ZnO']",Zn0.0444Te0.4Pb0.1556O1,10.1016/j.jnoncrysol.2017.01.012,2017,test
295,"['PbO', 'TeO2', 'ZnO']",Zn0.0435Te0.3913Pb0.1739O1,10.1016/j.jnoncrysol.2017.01.012,2017,test
296,"['Li2CO3', 'Na2CO3', 'PH9(NO2)2']",Na2LiPO4,10.1016/j.jnoncrysol.2017.02.011,2017,test
297,"['Ge', 'Te']",GeTe4,10.1016/j.jnoncrysol.2017.03.001,2017,test
298,"['As', 'Ge', 'Te']",Ge10As40Te50,10.1016/j.jnoncrysol.2017.03.001,2017,test
299,"['Al2O3', 'TeO2']",Al2Te3O9,10.1016/j.jnoncrysol.2017.04.034,2017,test
300,"['AgI', 'AgPO3']",Ag5P3I2O9,10.1016/j.jnoncrysol.2017.04.046,2017,test
301,"['B2O3', 'Er2O3', 'SiO2', 'TeO2']",Er0.0089Si0.0881B0.2114Te0.2467O1,10.1016/j.jnoncrysol.2017.07.013,2017,test
302,"['B2O3', 'Er2O3', 'SiO2', 'TeO2']",Er0.0177Si0.0869B0.2086Te0.2433O1,10.1016/j.jnoncrysol.2017.07.013,2017,test
303,"['B2O3', 'Er2O3', 'SiO2', 'TeO2']",Er0.0265Si0.0857B0.2058Te0.2401O1,10.1016/j.jnoncrysol.2017.07.013,2017,test
304,"['B2O3', 'Er2O3', 'SiO2', 'TeO2']",Er0.0352Si0.0846B0.203Te0.2368O1,10.1016/j.jnoncrysol.2017.07.013,2017,test
305,"['Ga2O3', 'Na2CO3', 'SiO2', 'ZnO']",Na0.0758Zn0.0806Ga0.1896Si0.2607C0.0379O1,10.1016/j.jnoncrysol.2017.06.039,2017,test
306,"['NaF', 'Nb2O5']",NaNb2O5F,10.1016/j.jnoncrysol.2017.07.012,2017,test
307,"['B2O3', 'Er2O3', 'SiO2', 'TeO2']",Er0.1B0.456Si0.19Te0.532O2.278,10.1016/j.jnoncrysol.2017.07.013,2017,test
308,"['GeO2', 'Na2CO3']",Na4Ge9O20,10.1016/j.jnoncrysol.2017.09.013,2017,test
309,"['BaCO3', 'MoO3', 'PH3O4']",BaMoP2O9,10.1016/j.jnoncrysol.2017.09.040,2017,test
310,"['BaCO3', 'TiO2']",Ba3Ti7O17,10.1016/j.jnoncrysol.2017.11.005,2017,test
311,"['BaCO3', 'Nb2O5', 'PH9(NO2)2', 'SrCO3']",Ba0.0588Sr0.0588Nb0.2353P0.1176O1,10.1016/j.jnoncrysol.2017.11.029,2017,test
312,"['TeO2', 'WO3']",Te9WO21,10.1016/j.jnoncrysol.2017.11.030,2017,test
313,"['B2O3', 'Gd2O3', 'MoO3']",Gd0.14B0.1067Mo0.21O1,10.1016/j.jnoncrysol.2017.12.006,2017,test
314,"['CeO2', 'ThO2']",Th0.8Ce0.2O2,10.1016/j.jnucmat.2016.10.043,2017,test
315,"['CeO2', 'ThO2']",Th0.8Ce0.2O1.97,10.1016/j.jnucmat.2016.10.043,2017,test
316,"['CeO2', 'ThO2']",Th0.8Ce0.2O1.91,10.1016/j.jnucmat.2016.10.043,2017,test
317,"['Ca2P2O7', 'CaF2', 'Na2CO3', 'PO4', 'Sm2O3']",Na0.8Ca8.4Sm0.8P6O24F2,10.1016/j.jnucmat.2016.12.032,2017,test
318,"['Ca2P2O7', 'CaF2', 'Na2CO3', 'PO4', 'Sm2O3']",Na1.2Ca7.6Sm1.2P6O24F2,10.1016/j.jnucmat.2016.12.032,2017,test
319,"['Al2O3', 'B(HO)3', 'Na2CO3', 'SiO2']",Na2AlBSi6O16,10.1016/j.jnucmat.2017.07.004,2017,test
320,"['UO2', 'ZrO2']",UZrO4,10.1016/j.jnucmat.2017.07.045,2017,test
321,"['Gd2O3', 'Li2CO3', 'SiO2']",LiGd9Si6O26,10.1016/j.jpcs.2016.11.008,2017,test
322,"['Al', 'Ce', 'Pd']",Ce8Pd24Al,10.1016/j.jpcs.2017.03.004,2017,test
323,"['Ag', 'Cu', 'Se', 'Te']",Ag1.99Cu0.01Te0.5Se0.5,10.1016/j.jpcs.2017.07.034,2017,test
324,"['Ag', 'Cu', 'Se', 'Te']",Ag1.95Cu0.05Te0.5Se0.5,10.1016/j.jpcs.2017.07.034,2017,test
325,"['Ag', 'Cu', 'Se', 'Te']",Ag1.9Cu0.1Te0.5Se0.5,10.1016/j.jpcs.2017.07.034,2017,test
326,"['Na2CO3', 'RuO2', 'ZrO2']",Na2Zr0.05Ru0.95O3,10.1016/j.jpowsour.2016.12.116,2017,test
327,"['Ce', 'Co', 'La', 'Ni']",Ce0.22La0.78Co0.6Ni4.4,10.1016/j.jpowsour.2017.01.023,2017,test
328,"['Ce', 'Co', 'La', 'Mn', 'Ni']",Ce0.22La0.78Mn0.2Co0.6Ni4.2,10.1016/j.jpowsour.2017.01.023,2017,test
329,"['Ce', 'Co', 'La', 'Mn', 'Ni']",Ce0.22La0.78Mn0.4Co0.6Ni4,10.1016/j.jpowsour.2017.01.023,2017,test
330,"['Ce', 'Co', 'La', 'Mn', 'Ni']",Ce0.22La0.78Mn0.6Co0.6Ni3.8,10.1016/j.jpowsour.2017.01.023,2017,test
331,"['Ce', 'Co', 'La', 'Mn', 'Ni']",Ce0.22La0.78Mn0.8Co0.6Ni3.6,10.1016/j.jpowsour.2017.01.023,2017,test
332,"['Na2CO3', 'ZrO2']",Na3Zr2,10.1016/j.jpowsour.2017.02.042,2017,test
333,"['GeO2', 'La2O3', 'Li2CO3', 'Ta2O5']",Li5.25La3Ta1.75Ge0.25O12,10.1016/j.jpowsour.2017.03.032,2017,test
334,"['GeO2', 'La2O3', 'Li2CO3', 'Ta2O5']",Li5.5La3Ta1.5Ge0.5O12,10.1016/j.jpowsour.2017.03.032,2017,test
335,"['Co2O3', 'La2O3', 'Sm2O3', 'SrCO3']",Sr0.35Sm0.125La0.525CoO3,10.1016/j.jpowsour.2017.03.037,2017,test
336,"['Bi2O3', 'Er2O3']",Er0.4Bi1.6O2,10.1016/j.jpowsour.2017.04.022,2017,test
337,"['LiH2N', 'MgH2']",LiMgNH4,10.1016/j.jpowsour.2017.05.087,2017,test
338,"['Na2CO3', 'Ni(CO2)2', 'TeO2']",Na4NiTeO6,10.1039/c6dt04750e,2017,test
339,"['Li2CO3', 'MoO3']",LiMoO2,10.1016/j.jpowsour.2017.09.060,2017,test
340,"['Al', 'Er', 'V']",ErV2Al20,10.1016/j.jssc.2016.09.029,2017,test
341,"['Cs2CO3', 'SeO2', 'ZnO']",Cs2Zn3Se4O12,10.1016/j.jssc.2016.09.031,2017,test
342,"['Li2O2', 'SiO2', 'V2O3']",LiVSi2O6,10.1016/j.jssc.2016.11.012,2017,test
343,"['CaCO3', 'Fe2O3', 'La2O3']",Ca0.667La0.333FeO3,10.1016/j.jssc.2016.11.027,2017,test
344,"['Cd', 'Rh']",Rh2Cd5,10.1016/j.jssc.2016.11.029,2017,test
345,"['Ga2O3', 'SnO2', 'ZnO']",Zn0.5GaSn0.5O3,10.1016/j.jssc.2016.11.031,2017,test
346,"['Ga2O3', 'SnO2', 'ZnO']",Zn3.5GaSn0.5O6,10.1016/j.jssc.2016.11.031,2017,test
347,"['Eu2O3', 'Li2CO3', 'TeO3']",Li3Eu3Te2O12,10.1016/j.jssc.2016.12.005,2017,test
348,"['BaCO3', 'MnO2', 'Na2CO3', 'Nb2O5']",Na2Ba6Nb2Mn2O17,10.1016/j.jssc.2016.12.020,2017,test
349,"['BaCO3', 'MnO2', 'Na2CO3', 'Ta2O5']",Na2Ba6Ta2Mn2O17,10.1016/j.jssc.2016.12.020,2017,test
350,"['Al2O3', 'La2O3', 'Li2CO3', 'ZrO2']",Li6.16La3Zr2Al0.28O12,10.1016/j.jssc.2017.01.017,2017,test
351,"['Cr2O3', 'La2O3', 'Sb2O3', 'SrCO3']",Sr2LaCr2SbO9,10.1016/j.jssc.2017.01.024,2017,test
352,"['CaCO3', 'MnO2', 'SrCO3']",SrCaMnO4,10.1016/j.jssc.2017.01.026,2017,test
353,"['Fe', 'Ga', 'Ni', 'Te']",Fe2.5Ni0.5GaTe2,10.1016/j.jssc.2017.03.020,2017,test
354,"['CaCO3', 'Na2CO3', 'NaF', 'V2O5']",Na2CaVO4F,10.1016/j.jssc.2017.03.027,2017,test
355,"['As2S3', 'PbS', 'Sb2S3']",Pb17Sb12As4S41,10.1016/j.jssc.2017.04.007,2017,test
356,"['Fe', 'In', 'S']",FeInS7,10.1016/j.jssc.2017.04.010,2017,test
357,"['Co', 'In', 'S']",CoInS7,10.1016/j.jssc.2017.04.010,2017,test
358,"['Al', 'Mo']",Mo3Al8,10.1016/j.jssc.2017.04.029,2017,test
359,"['Cu', 'S', 'Sn']",Cu4SnS4,10.1016/j.jssc.2017.05.033,2017,test
360,"['Co3O4', 'RuO2', 'SrCO3']",Sr3RuCoO7,10.1016/j.jssc.2017.06.010,2017,test
361,"['CoO', 'Pr6O11', 'TiO2']",Pr2TiCoO6,10.1016/j.jssc.2017.06.024,2017,test
362,"['B2O3', 'CuO', 'Fe2O3']",FeCu2BO5,10.1016/j.jssc.2017.08.010,2017,test
363,"['Cu', 'Gd', 'Te']",GdCuTe2,10.1016/j.jssc.2017.08.018,2017,test
364,"['Cu', 'Gd', 'Te']",GdCu1.25Te2,10.1016/j.jssc.2017.08.018,2017,test
365,"['Cu', 'Gd', 'Te']",GdCu1.5Te2,10.1016/j.jssc.2017.08.018,2017,test
366,"['Al', 'Co', 'Cu', 'Ni', 'Zn']",Co20Ni20Cu20Zn20Al20,10.1016/j.matchar.2017.04.011,2017,test
367,"['Co', 'Cr', 'Ni', 'Ti']",TiCrCoNi,10.1016/j.matchar.2017.09.007,2017,test
368,"['Co', 'Cr', 'Ni', 'Ti', 'V']",TiV0.5CrCoNi,10.1016/j.matchar.2017.09.007,2017,test
369,"['Co', 'Cr', 'Ni', 'Ti', 'V']",TiVCrCoNi,10.1016/j.matchar.2017.09.007,2017,test
370,"['Al', 'Fe', 'Ni', 'Ti']",Ti5Fe10Ni5Al80,10.1016/j.matchemphys.2016.10.027,2017,test
371,"['BaCO3', 'Li2CO3', 'Na2CO3', 'TiO2']",Na0.2Li2Ba0.9Ti6O14,10.1016/j.matchemphys.2017.04.040,2017,test
372,"['BaCO3', 'Li2CO3', 'Na2CO3', 'TiO2']",Na0.4Li2Ba0.8Ti6O14,10.1016/j.matchemphys.2017.04.040,2017,test
373,"['BaCO3', 'Li2CO3', 'Na2CO3', 'TiO2']",Na0.6Li2Ba0.7Ti6O14,10.1016/j.matchemphys.2017.04.040,2017,test
374,"['BaCO3', 'Li2CO3', 'Na2CO3', 'TiO2']",Na0.8Li2Ba0.6Ti6O14,10.1016/j.matchemphys.2017.04.040,2017,test
375,"['TeO2', 'WO3', 'ZrO2']",Zr0.0479Te0.4431W0.006O1,10.1016/j.matchemphys.2017.06.003,2017,test
376,"['Fe', 'Mn', 'Ni', 'Sn']",Mn38.7Fe4.3Ni44.7Sn12.3,10.1016/j.matdes.2016.10.077,2017,test
377,"['Co', 'Si', 'V']",V15Co64Si21,10.1016/j.matdes.2016.12.021,2017,test
378,"['In2O3', 'Nb2O5', 'PbO', 'TiO2']",Ti0.36Nb0.32In0.32PbO3,10.1016/j.matdes.2016.12.091,2017,test
379,"['Cu', 'Se', 'Y']",YCuSe2,10.1016/j.matdes.2017.01.037,2017,test
380,"['Ga', 'Mn', 'Ni']",Mn24Ni53Ga23,10.1016/j.matdes.2017.05.026,2017,test
381,"['Bi2O3', 'Mn2O3']",MnBi1.1O3,10.1016/j.materresbull.2016.09.030,2017,test
382,"['Sm2O3', 'TiO2']",SmTiO3,10.1016/j.materresbull.2016.10.016,2017,test
383,"['Bi2O3', 'BiF3', 'Fe2O3']",Fe5Bi4O13F,10.1016/j.materresbull.2016.11.018,2017,test
384,"['La2O3', 'Nb2O5', 'SrCO3']",Sr2LaNbO6,10.1016/j.materresbull.2016.12.045,2017,test
385,"['CaCO3', 'Li2CO3', 'WO3']",Li4CaW3O12,10.1016/j.materresbull.2017.01.024,2017,test
386,"['La2O3', 'Li2CO3', 'SrCO3', 'TeO2']",LiSrLaTeO6,10.1016/j.materresbull.2017.04.008,2017,test
387,"['BaCO3', 'La2O3', 'Li2CO3', 'TeO2']",LiBaLaTeO6,10.1016/j.materresbull.2017.04.008,2017,test
388,"['BaCO3', 'Li2CO3', 'MgO', 'V2O5']",LiBa2Mg2V3O12,10.1016/j.materresbull.2017.04.039,2017,test
389,"['Eu2O3', 'La2O3', 'Li2CO3', 'SiO2']",LiEu0.1La8.9Si6O26,10.1016/j.materresbull.2017.05.060,2017,test
390,"['Eu2O3', 'La2O3', 'Li2CO3', 'SiO2']",LiEu0.2La8.8Si6O26,10.1016/j.materresbull.2017.05.060,2017,test
391,"['Eu2O3', 'La2O3', 'Li2CO3', 'SiO2']",LiEu0.3La8.7Si6O26,10.1016/j.materresbull.2017.05.060,2017,test
392,"['Eu2O3', 'La2O3', 'Li2CO3', 'SiO2']",LiEu0.4La8.6Si6O26,10.1016/j.materresbull.2017.05.060,2017,test
393,"['Eu2O3', 'La2O3', 'Li2CO3', 'SiO2']",LiEu0.5La8.5Si6O26,10.1016/j.materresbull.2017.05.060,2017,test
394,"['Eu2O3', 'La2O3', 'Li2CO3', 'SiO2']",LiEu0.6La8.4Si6O26,10.1016/j.materresbull.2017.05.060,2017,test
395,"['Eu2O3', 'La2O3', 'Li2CO3', 'SiO2']",LiEu0.7La8.3Si6O26,10.1016/j.materresbull.2017.05.060,2017,test
396,"['La2O3', 'Na2CO3', 'SiO2']",NaLa8.9Si6O26,10.1016/j.materresbull.2017.05.060,2017,test
397,"['La2O3', 'Na2CO3', 'SiO2']",NaLa8.8Si6O26,10.1016/j.materresbull.2017.05.060,2017,test
398,"['La2O3', 'Na2CO3', 'SiO2']",NaLa8.7Si6O26,10.1016/j.materresbull.2017.05.060,2017,test
399,"['La2O3', 'Na2CO3', 'SiO2']",NaLa8.6Si6O26,10.1016/j.materresbull.2017.05.060,2017,test
400,"['La2O3', 'Na2CO3', 'SiO2']",NaLa8.5Si6O26,10.1016/j.materresbull.2017.05.060,2017,test
401,"['La2O3', 'Na2CO3', 'SiO2']",NaLa8.4Si6O26,10.1016/j.materresbull.2017.05.060,2017,test
402,"['La2O3', 'Na2CO3', 'SiO2']",NaLa8.3Si6O26,10.1016/j.materresbull.2017.05.060,2017,test
403,"['CeO2', 'Gd2O3', 'SiO2', 'SrCO3']",Sr2Gd7.6Ce0.4Si6O26,10.1016/j.materresbull.2017.07.050,2017,test
404,"['CaCO3', 'CeO2', 'Gd2O3', 'SiO2']",Ca2Gd7.6Ce0.4Si6O26,10.1016/j.materresbull.2017.07.050,2017,test
405,"['CaCO3', 'CeO2', 'Gd2O3', 'SiO2', 'SrCO3']",SrCaGd7.6Ce0.4Si6O26,10.1016/j.materresbull.2017.07.050,2017,test
406,"['Bi2O3', 'Eu2O3', 'SrCO3', 'TeO2']",SrEu0.04Bi1.96TeO7,10.1016/j.materresbull.2017.08.002,2017,test
407,"['Bi2O3', 'Eu2O3', 'SrCO3', 'TeO2']",SrEu0.1Bi1.9TeO7,10.1016/j.materresbull.2017.08.002,2017,test
408,"['Bi2O3', 'Eu2O3', 'SrCO3', 'TeO2']",SrEu0.2Bi1.8TeO7,10.1016/j.materresbull.2017.08.002,2017,test
409,"['Bi2O3', 'Eu2O3', 'SrCO3', 'TeO2']",SrEu0.3Bi1.7TeO7,10.1016/j.materresbull.2017.08.002,2017,test
410,"['Bi2O3', 'Eu2O3', 'SrCO3', 'TeO2']",SrEu0.4Bi1.6TeO7,10.1016/j.materresbull.2017.08.002,2017,test
411,"['Bi2O3', 'Eu2O3', 'SrCO3', 'TeO2']",SrEu0.6Bi1.4TeO7,10.1016/j.materresbull.2017.08.002,2017,test
412,"['Bi2O3', 'Eu2O3', 'SrCO3', 'TeO2']",SrEu0.8Bi1.2TeO7,10.1016/j.materresbull.2017.08.002,2017,test
413,"['Nd', 'Sb', 'Zn']",NdZnSbO,10.1016/j.matlet.2016.11.073,2017,test
414,"['Ag', 'Nd', 'Sb', 'Zn']",NdAg0.01Zn0.99SbO,10.1016/j.matlet.2016.11.073,2017,test
415,"['Ag', 'Nd', 'Sb', 'Zn']",NdAg0.02Zn0.98SbO,10.1016/j.matlet.2016.11.073,2017,test
416,"['Ag', 'Nd', 'Sb', 'Zn']",NdAg0.03Zn0.97SbO,10.1016/j.matlet.2016.11.073,2017,test
417,"['Ag', 'Nd', 'Sb', 'Zn']",NdAg0.04Zn0.96SbO,10.1016/j.matlet.2016.11.073,2017,test
418,"['Ag', 'Nd', 'Sb', 'Zn']",NdAg0.05Zn0.95SbO,10.1016/j.matlet.2016.11.073,2017,test
419,"['La2O3', 'Y2O3', 'ZrO2']",LaYZr2O7,10.1016/j.matlet.2016.11.099,2017,test
